,gi,AccNum,Name,Topology,BaltimoreClass,Order,Family,Subfamily,Genera,Lineage
2386,33300807,NC_005051.1,Okra yellow vein disease associated sequence,circular,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Betasatellites.
2387,29501756,NC_004673.1,Okra yellow vein mosaic virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
2388,118129780,NC_008582.1,Micromys minutus papillomavirus 1,circular,1,,Papillomaviridae,,Pipapillomavirus," Viruses; dsDNA viruses, no RNA stage; Papillomaviridae; Pipapillomavirus."
2389,9628874,NC_001721.1,Olive latent virus 1,linear,4,,Tombusviridae,,Alphanecrovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Alphanecrovirus."
2390,289522102,NC_013920.1,Olive latent virus 3,linear,4,Tymovirales,Tymoviridae,,Marafivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Tymoviridae; Marafivirus."
2391,62327380,NC_006939.1,Olive mild mosaic virus,linear,4,,Tombusviridae,,Alphanecrovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Alphanecrovirus."
2392,561142803,NC_022962.1,Olive viral satellite RNA,linear,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; RNA satellites.
2393,33589253,NC_005062.1,Omsk hemorrhagic fever virus,linear,4,,Flaviviridae,,Flavivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; tick-borne encephalitis virus group."
2394,32490546,NC_005029.1,Onion yellow dwarf virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
2395,9627010,NC_001513.1,Ononis yellow mosaic virus,linear,4,Tymovirales,Tymoviridae,,Tymovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Tymoviridae; Tymovirus."
2396,9627007,NC_001512.1,O'nyong-nyong virus,linear,4,,Togaviridae,,Alphavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Togaviridae; Alphavirus; SFV complex."
2397,22417454,NC_004049.1,Ophiostoma mitovirus 3a,linear,4,,Narnaviridae,,Mitovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus."
2398,22417456,NC_004052.1,Ophiostoma mitovirus 4,linear,4,,Narnaviridae,,Mitovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus."
2399,22417458,NC_004053.1,Ophiostoma mitovirus 5,linear,4,,Narnaviridae,,Mitovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus."
2400,22417460,NC_004054.1,Ophiostoma mitovirus 6,linear,4,,Narnaviridae,,Mitovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus."
2401,50428560,NC_006060.1,Opuntia virus X,linear,4,Tymovirales,Alphaflexiviridae,,Potexvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus."
2402,262340522,NC_013439.1,Bornean orang-utan polyomavirus,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
2403,41057066,NC_005336.1,Orf virus,linear,1,,Poxviridae,Chordopoxvirinae,Parapoxvirus," Viruses; dsDNA viruses, no RNA stage; Poxviridae; Chordopoxvirinae; Parapoxvirus."
2404,165969010,NC_010276.1,Orgyia leucostigma NPV,circular,1,,Baculoviridae,,Alphabaculovirus," Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus."
2405,11038431,NC_001875.2,Orgyia pseudotsugata multiple nucleopolyhedrovirus,circular,1,,Baculoviridae,,Alphabaculovirus," Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus."
2406,414089216,NC_019409.1,Ornithogalum mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
2407,213159268,NC_011588.1,Oryctes rhinoceros nudivirus,circular,1,,Nudiviridae,,Alphanudivirus," Viruses; dsDNA viruses, no RNA stage; Nudiviridae; Alphanudivirus."
2408,83700361,NC_007649.1,Oryza rufipogon endornavirus,linear,3,,Endornaviridae,,Endornavirus, Viruses; dsRNA viruses; Endornaviridae; Endornavirus.
2409,83700363,NC_007647.1,Oryza sativa endornavirus,linear,3,,Endornaviridae,,Endornavirus, Viruses; dsRNA viruses; Endornaviridae; Endornavirus.
2410,537108089,NC_005881.2,Ostreid herpesvirus 1,linear,1,Herpesvirales,Malacoherpesviridae,,Ostreavirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Malacoherpesviridae; Ostreavirus."
2411,313843970,NC_014766.1,Ostreococcus lucimarinus virus 1,linear,1,,Phycodnaviridae,,Prasinovirus," Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; Prasinovirus; unclassified Prasinovirus."
2412,472341127,NC_020852.1,Ostreococcus lucimarinus virus OlV5,linear,1,,,,," Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses."
2413,260665870,NC_013288.1,Ostreococcus tauri virus 1,linear,1,,Phycodnaviridae,,," Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; unclassified Phycodnaviridae."
2414,314055095,NC_014789.1,Ostreococcus tauri virus 2,linear,1,,Phycodnaviridae,,," Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; unclassified Phycodnaviridae."
2415,163954976,NC_010191.1,Ostreococcus virus OsV5,linear,1,,Phycodnaviridae,,," Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; unclassified Phycodnaviridae."
2416,440285326,NC_020071.1,Otomops polyomavirus 1,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
2417,440285296,NC_020066.1,Otomops polyomavirus 2,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
2418,9845468,NC_002513.1,Ovine mastadenovirus A,linear,1,,Adenoviridae,,Mastadenovirus," Viruses; dsDNA viruses, no RNA stage; Adenoviridae; Mastadenovirus."
2419,163869641,NC_004037.2,Ovine adenovirus D,linear,1,,Adenoviridae,,Atadenovirus," Viruses; dsDNA viruses, no RNA stage; Adenoviridae; Atadenovirus."
2420,9635572,NC_002469.1,Mamastrovirus 13,linear,4,,Astroviridae,,Mamastrovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Astroviridae; Mamastrovirus."
2421,66576233,NC_007015.1,Ovine enzootic nasal tumor virus,linear,6,,Retroviridae,Orthoretrovirinae,Betaretrovirus, Viruses; Retro-transcribing viruses; Retroviridae; Orthoretrovirinae; Betaretrovirus; unclassified Betaretrovirus.
2422,83642839,NC_007646.1,Ovine herpesvirus 2,circular,1,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Gammaherpesvirinae; Macavirus."
2423,9627001,NC_001511.1,Ovine lentivirus,linear,6,,Retroviridae,Orthoretrovirinae,Lentivirus, Viruses; Retro-transcribing viruses; Retroviridae; Orthoretrovirinae; Lentivirus; unclassified Lentivirus.
2424,9629249,NC_001789.1,Deltapapillomavirus 3,circular,1,,Papillomaviridae,,Deltapapillomavirus," Viruses; dsDNA viruses, no RNA stage; Papillomaviridae; Deltapapillomavirus."
2425,28261417,NC_004560.1,Oyster mushroom spherical virus,linear,4,,,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage."
2426,609217196,NC_022980.1,Brevibacillus phage Davies,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
2427,514231188,NC_021558.1,Paenibacillus phage PG1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
2428,526245010,NC_021865.1,Paenibacillus phage phiIBB_Pl23,linear,1,Caudovirales,,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales."
2429,655454939,NC_024301.1,Pagoda yellow mosaic associated virus,circular,7,,Caulimoviridae,,Badnavirus, Viruses; Retro-transcribing viruses; Caulimoviridae; Badnavirus.
2430,298531304,NC_014252.1,Panax virus Y,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus; unclassified Potyvirus."
2431,526118633,NC_021858.1,Pandoravirus dulcis,linear,1,,,,," Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses."
2432,531034792,NC_022098.1,Pandoravirus salinus,linear,1,,,,," Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA viruses."
2433,20806045,NC_003847.1,Panicum mosaic satellite virus,linear,8,,,,, Viruses; Satellites; Satellite Viruses.
2434,11072110,NC_002598.1,Panicum mosaic virus,linear,4,,Tombusviridae,,Panicovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Panicovirus."
2435,9627990,NC_001647.1,Panicum streak virus,circular,2,,Geminiviridae,,Mastrevirus, Viruses; ssDNA viruses; Geminiviridae; Mastrevirus.
2436,20026600,NC_003521.1,Panine herpesvirus 2,linear,1,Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Betaherpesvirinae; Cytomegalovirus."
2437,418488941,NC_019454.1,Pantoea phage LIMElight,linear,1,Caudovirales,Podoviridae,Autographivirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae."
2438,338827142,NC_015585.1,Pantoea phage LIMEzero,linear,1,Caudovirales,Podoviridae,Autographivirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae."
2439,430025820,NC_019858.1,Pan troglodytes schweinfurthii polyomavirus 2,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
2440,700074998,NC_025368.1,Pan troglodytes verus polyomavirus 1a,linear,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
2441,700075023,NC_025370.1,Pan troglodytes verus polyomavirus 2a,linear,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
2442,430025805,NC_019855.1,Pan troglodytes verus polyomavirus 3,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
2443,430025810,NC_019856.1,Pan troglodytes verus polyomavirus 4,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
2444,430025815,NC_019857.1,Pan troglodytes verus polyomavirus 5,circular,1,,Polyomaviridae,,Polyomavirus," Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus; unclassified Polyomavirus."
2445,312234404,NC_014707.1,Papaya leaf crumple virus-Panipat 8 [India:Panipat:Papaya:2008],circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
2446,571026786,NC_023292.1,Papaya leaf curl alphasatellite,circular,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Alphasatellites; Begomovirus-associated alphasatellites; unclassified Begomovirus-associated alphasatellites.
2447,148828650,NC_009555.1,Papaya leaf curl China betasatellite,circular,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Betasatellites.
2448,40804720,NC_005321.1,Papaya leaf curl China virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
2449,46359753,NC_005844.1,Papaya leaf curl Guandong virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
2450,29711070,NC_004706.1,Papaya leaf curl betasatellite,linear,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Betasatellites.
2451,22726208,NC_004147.1,Papaya leaf curl virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
2452,32490548,NC_005028.1,Papaya leaf distortion mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
2453,401715652,NC_018449.1,Papaya lethal yellowing virus,linear,4,,,,Sobemovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Sobemovirus; unclassified Sobemovirus."
2454,9629167,NC_001748.1,Papaya mosaic virus,linear,4,Tymovirales,Alphaflexiviridae,,Potexvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus."
2455,9629244,NC_001785.1,Papaya ringspot virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
2456,83722567,NC_007653.1,Papiine herpesvirus 2,linear,1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Simplexvirus," Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Simplexvirus."
2457,401715657,NC_018450.1,Papilio polyxenes densovirus,linear,2,,Parvoviridae,Densovirinae,Iteradensovirus, Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Iteradensovirus.
2458,386576350,NC_017716.1,Papio hamadryas papillomavirus type 1,circular,1,,Papillomaviridae,,papillomaviruses," Viruses; dsDNA viruses, no RNA stage; Papillomaviridae; unclassified Papillomaviridae; primate papillomaviruses."
2459,22212887,NC_004106.1,Paprika mild mottle virus,linear,4,,Virgaviridae,,Tobamovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Virgaviridae; Tobamovirus."
2460,55775697,NC_006430.1,Parainfluenza virus 5,linear,5,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Paramyxoviridae; Paramyxovirinae; Rubulavirus.
2461,340025671,NC_000852.5,Paramecium bursaria Chlorella virus 1,linear,1,,Phycodnaviridae,,Chlorovirus," Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; Chlorovirus."
2462,157953191,NC_009899.1,Paramecium bursaria Chlorella virus AR158,linear,1,,Phycodnaviridae,,Chlorovirus," Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; Chlorovirus; unclassified Chlorovirus."
2463,118496614,NC_008603.1,Paramecium bursaria Chlorella virus FR483,linear,1,,Phycodnaviridae,,Chlorovirus," Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; Chlorovirus."
2464,157952304,NC_009898.1,Paramecium bursaria Chlorella virus NY2A,linear,1,,Phycodnaviridae,,Chlorovirus," Viruses; dsDNA viruses, no RNA stage; Phycodnaviridae; Chlorovirus."
2465,372220275,NC_016561.1,Parrot hepatitis B virus,circular,7,,Hepadnaviridae,,Avihepadnavirus, Viruses; Retro-transcribing viruses; Hepadnaviridae; Avihepadnavirus; unclassified Avihepadnavirus.
2466,20177429,NC_003628.1,Parsnip yellow fleck virus,linear,4,Picornavirales,Secoviridae,,Sequivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Secoviridae; Sequivirus."
2467,530787446,NC_022089.1,Parvovirus NIH-CQV,linear,2,,Parvoviridae,Parvovirinae,, Viruses; ssDNA viruses; Parvoviridae; Parvovirinae.
2468,397776125,NC_018226.1,Pasivirus A1,linear,4,Picornavirales,Picornaviridae,,Pasivirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Pasivirus."
2469,404184255,NC_018576.1,Paspalum dilatatum striate mosaic virus,circular,2,,Geminiviridae,,Mastrevirus, Viruses; ssDNA viruses; Geminiviridae; Mastrevirus.
2470,403516098,NC_018530.1,Paspalum striate mosaic virus,circular,2,,Geminiviridae,,Mastrevirus, Viruses; ssDNA viruses; Geminiviridae; Mastrevirus.
2471,113195533,NC_008292.1,Passiflora latent carlavirus,linear,4,Tymovirales,Betaflexiviridae,,Carlavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Carlavirus; unclassified Carlavirus."
2472,333595888,NC_015552.1,Passion fruit mosaic virus,linear,4,,Virgaviridae,,Tobamovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Virgaviridae; Tobamovirus."
2473,448261108,NC_014790.2,Passion fruit woodiness virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
2474,109302896,NC_008193.1,Pasteurella phage F108,linear,1,Caudovirales,Myoviridae,Peduovirinae,Hpunalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; Hpunalikevirus."
2475,157939586,NC_009892.1,Peach chlorotic mottle virus,linear,4,Tymovirales,Betaflexiviridae,,Foveavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Foveavirus."
2476,212681398,NC_011552.1,Peach mosaic virus,linear,4,Tymovirales,Betaflexiviridae,,Trichovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Trichovirus."
2477,20178349,NC_003629.1,Pea enation mosaic virus-1,linear,4,,Luteoviridae,,Enamovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Enamovirus."
2478,20806070,NC_003853.1,Pea enation mosaic virus-2,linear,4,,Tombusviridae,,Umbravirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Umbravirus."
2479,20806069,NC_003854.1,Pea enation mosaic virus satellite RNA,linear,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded RNA satellites; Small linear single stranded RNA satellites.
2480,9627957,NC_001634.1,Peanut chlorotic streak virus,linear,7,,Caulimoviridae,,Soymovirus, Viruses; Retro-transcribing viruses; Caulimoviridae; Soymovirus.
2481,11072108,NC_002600.1,Peanut mottle virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
2482,20806075,NC_003855.1,Peanut stunt virus satellite RNA,linear,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded RNA satellites; Small linear single stranded RNA satellites.
2483,9628429,NC_001671.1,Pea seed-borne mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
2484,32469477,NC_004995.1,Pea stem necrosis virus,linear,4,,Tombusviridae,,Carmovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Carmovirus."
2485,408905832,NC_018837.1,Pectobacterium phage My1,linear,1,Caudovirales,Siphoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae."
2486,448244742,NC_020201.1,Pectobacterium phage phiTE,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
2487,602993975,NC_023865.1,Pectobacterium phage PM1,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
2488,423262043,NC_019542.1,Pectobacterium phage PP1,linear,1,Caudovirales,Podoviridae,Autographivirinae,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unclassified Sp6likevirus."
2489,422936640,NC_019522.1,Pectobacterium phage ZF40,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
2490,224581828,NC_012118.1,Pedilanthus leaf curl virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
2491,356870736,NC_016161.1,Pediococcus phage clP1,linear,1,Caudovirales,Siphoviridae,,Phijlunalikevirus," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phijlunalikevirus."
2492,460042436,NC_020484.1,Pelagibacter phage HTVC008M,linear,1,Caudovirales,Myoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae."
2493,460042257,NC_020481.1,Pelagibacter phage HTVC010P,linear,1,Caudovirales,Podoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae."
2494,460042324,NC_020482.1,Pelagibacter phage HTVC011P,linear,1,Caudovirales,Podoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae."
2495,460042372,NC_020483.1,Pelagibacter phage HTVC019P,linear,1,Caudovirales,Podoviridae,,," Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae."
2496,50261346,NC_005985.1,Pelargonium chlorotic ring pattern virus,linear,4,,Tombusviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae."
2497,39163630,NC_005286.1,Pelargonium flower break virus,linear,4,,Tombusviridae,,Carmovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Carmovirus."
2498,723265767,NC_007017.2,Pelargonium line pattern virus,linear,4,,Tombusviridae,,," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae."
2499,38707974,NC_005285.1,Pelargonium necrotic spot virus,linear,4,,Tombusviridae,,Tombusvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Tombusvirus."
2500,259120461,NC_013262.1,Pelargonium vein banding virus,circular,7,,Caulimoviridae,,Badnavirus, Viruses; Retro-transcribing viruses; Caulimoviridae; Badnavirus.
2501,723265769,NC_007915.3,Penaeid shrimp infectious myonecrosis virus,linear,3,,Totiviridae,,, Viruses; dsRNA viruses; Totiviridae.
2502,559797748,NC_022897.1,Penaeus monodon circovirus VN11,circular,2,,Circoviridae,,Circovirus, Viruses; ssDNA viruses; Circoviridae; Circovirus; unclassified Circovirus.
2503,71658845,NC_007218.1,Penaeus monodon hepandensovirus 1,linear,2,,Parvoviridae,Densovirinae,Hepandensovirus, Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Hepandensovirus.
2504,268537545,NC_011545.2,Penaeus monodon hepandensovirus 4,linear,2,,Parvoviridae,Densovirinae,Hepandensovirus, Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Hepandensovirus.
2505,674547903,NC_024692.1,Penaeus monodon nudivirus,circular,1,,Nudiviridae,,," Viruses; dsDNA viruses, no RNA stage; Nudiviridae; unclassified Nudiviridae."
2506,659488140,NC_024446.1,Penguinpox virus,linear,1,,Poxviridae,Chordopoxvirinae,Avipoxvirus," Viruses; dsDNA viruses, no RNA stage; Poxviridae; Chordopoxvirinae; Avipoxvirus; unclassified Avipoxvirus."
2507,704698626,NC_024699.1,Penicillium roqueforti ssRNA mycovirus 1,linear,-1,,,,, Viruses; ssRNA viruses; unclassified ssRNA viruses.
2508,68299603,NC_007147.1,Pennisetum mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
2509,21728357,NC_004067.1,Pepino mosaic virus,linear,4,Tymovirales,Alphaflexiviridae,,Potexvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus."
2510,23096165,NC_004192.1,Pepper leaf curl Bangladesh virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
2511,380469872,NC_016984.1,Pepper leaf curl Lahore Virus-[Pakistan:Lahore1:2004],circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
2512,164564322,NC_010235.1,Pepper leaf curl virus satellite DNA beta,linear,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Betasatellites.
2513,9632989,NC_000882.1,Pepper leaf curl virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
2514,185357924,NC_010619.1,Pepper leaf curl Yunnan virus satellite DNA beta,circular,8,,,,, Viruses; Satellites; Satellite Nucleic Acids; Single stranded DNA satellites; Betasatellites.
2515,185357846,NC_010618.1,Pepper leaf curl Yunnan virus-[YN323],circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
2516,20177424,NC_003630.1,Pepper mild mottle virus,linear,4,,Virgaviridae,,Tobamovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Virgaviridae; Tobamovirus."
2517,9627034,NC_001517.1,Pepper mottle virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
2518,115357968,NC_008393.1,Pepper severe mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
2519,221048141,NC_011918.1,Pepper veinal mottle virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
2520,321958368,NC_015050.1,Pepper vein yellows virus,linear,4,,Luteoviridae,,Polerovirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Polerovirus."
2521,448888981,NC_020236.1,Pepper yellow leaf curl China virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus; unclassified Begomovirus.
2522,301173451,NC_014327.1,Pepper yellow mosaic virus,linear,4,,Potyviridae,,Potyvirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Potyviridae; Potyvirus."
2523,41057724,NC_005347.1,Pepper yellow vein Mali virus,circular,2,,Geminiviridae,,Begomovirus, Viruses; ssDNA viruses; Geminiviridae; Begomovirus.
2524,471236971,NC_020803.1,Perch rhabdovirus,linear,5,Mononegavirales,Rhabdoviridae,,Perhabdovirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Perhabdovirus.
2525,671723033,NC_024625.1,Peridroma alphabaculovirus,circular,1,,Baculoviridae,,Alphabaculovirus," Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus; unclassified Alphabaculovirus."
2526,15741225,NC_003113.1,Perina nuda virus,linear,4,Picornavirales,Iflaviridae,,Iflavirus," Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Iflaviridae; Iflavirus."
2527,701219319,NC_025394.1,Perinet virus,linear,5,Mononegavirales,Rhabdoviridae,,Vesiculovirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Vesiculovirus.
